product_name;brand;product_type;unit;unit_purchase;price_per_unit;total_price;currency;date;delivery;store_location;type_store;customer_name;cashier_name
Electrical Cable;Supreme;Electrical;Meter;15;5000;75000;IDR;28/11/2020 11:18;Pickup;Jakarta;Branch;Tono Tanuwijaya;Erinna Elsa Elizha
Conduit Pipe;Clipsal;Electrical;Meter;5;7000;35000;IDR;06/10/2020 11:08;Delivery;Denpasar;Branch;Tono Thalib;Ibrahim Iman
Red Brick;Laksana;Brick;Piece;50;800;40000;IDR;20/12/2022 15:51;Delivery;Tasikmalaya;Head Office;Wawan Syaiban;Naura Aliya Lestari
Lamp Bulb;Philips;Electrical;Piece;14;15000;210000;IDR;26/08/2020 12:59;Delivery;Medan;Branch;Tono Pahlevi;Kezia Karen
Hammer;Lippro;Tool;Piece;40;50000;2000000;IDR;12/06/2024 8:39;Pickup;Bandung;Branch;Tono Pahlevi;Asep Aziz
Rebar 10mm;Gunung Steel;Steel;Meter;4;25000;100000;IDR;05/09/2023 14:47;Delivery;Surabaya;Branch;Wawan Tanuwijaya;Burhan Bakhtiar
Plastering Float;Lippro;Tool;Piece;10;30000;300000;IDR;10/01/2024 17:14;Delivery;Bandung;Branch;Nina Shihab;Anwar Arif Akhtar
Door Frame (Wood);Unbranded;Door Frame;Piece;20;250000;5000000;IDR;06/10/2021 9:28;Delivery;Jayapura;Branch;Azahra Ubaid;Marshanda Maharani
Sitting Toilet;TOTO;Sanitary;Piece;19;1200000;22800000;IDR;14/12/2021 9:57;Delivery;Tasikmalaya;Head Office;Ayu Ubaid;Al Harits
Pliers;Tekiro;Tool;Piece;37;35000;1295000;IDR;21/03/2023 15:16;Delivery;Jayapura;Branch;Kayla Malaka;Faiz Fadlurrahman
Tile Grout;Sika;Mortar;Sack;24;45000;1080000;IDR;19/02/2020 9:32;Delivery;Surabaya;Branch;Maya Syaiban;Agus Cahyadi
Hammer;Lippro;Tool;Piece;13;50000;650000;IDR;05/06/2020 12:57;Delivery;Jayapura;Branch;Aleena Wijaya;Fauzi Ghaffar
Ceramic Tile;Roman;Tile;Box;37;75000;2775000;IDR;20/08/2021 9:24;Pickup;Surabaya;Branch;Ferry Thalib;Isabell Inaya
Holcim 40 kg;Holcim;Cement;Sack;28;56000;1568000;IDR;19/02/2024 14:46;Pickup;Surabaya;Branch;Budi Syaiban;Isabell Inaya
Wooden Beam;Unbranded;Wood;Piece;35;40000;1400000;IDR;05/02/2024 13:43;Delivery;Jayapura;Branch;Aleena Malaka;Fauzi Ghaffar
Sitting Toilet;TOTO;Sanitary;Piece;27;1200000;32400000;IDR;14/06/2021 10:34;Pickup;Surabaya;Branch;Syifa Ubaid;Burhan Bakhtiar
Asbestos Sheet;Djabesmen;Roof Covering;Meter;35;60000;2100000;IDR;13/11/2020 13:51;Pickup;Denpasar;Branch;Budi Syaiban;Permata Qaila
Formwork Board (Shuttering);Unbranded;Wood;Piece;31;30000;930000;IDR;12/08/2020 17:59;Delivery;Denpasar;Branch;Agung Wijaya;Nina Octavia
Timber Roof Frame;Unbranded;Roof Frame;Meter;9;30000;270000;IDR;19/07/2022 8:34;Pickup;Jayapura;Branch;Maya Shihab;Marshanda Maharani
GRC Board;KalsiBoard;Ceiling;Sheet;42;70000;2940000;IDR;09/11/2024 15:04;Delivery;Medan;Branch;Ananda Tanuwijaya;Kayla Kiki Lena
Pliers;Tekiro;Tool;Piece;49;35000;1715000;IDR;06/02/2023 12:12;Pickup;Tasikmalaya;Head Office;Saiful Kusuma;Ayu Putri Avicenna
Paint Brush;Eterna;Paint Accessory;Piece;28;15000;420000;IDR;17/10/2022 10:28;Pickup;Medan;Branch;Erna Wijaya;Kayla Kiki Lena
Power Outlet;Panasonic;Electrical;Piece;32;20000;640000;IDR;22/12/2022 15:42;Delivery;Tasikmalaya;Head Office;Budi Shihab;Atyla Azfa
Ceiling Cornice / Profile List;Aplus;Ceiling;Meter;33;15000;495000;IDR;31/10/2020 12:21;Pickup;Denpasar;Branch;Wawan Jayawardana;Nina Octavia
Crushed Stone / Gravel;Unbranded;Stone;Cubic Meter;8;350000;2800000;IDR;22/09/2022 14:37;Delivery;Jakarta;Branch;Erna Malaka;Erinna Elsa Elizha
Granite Tile;Indogress;Tile;Box;21;150000;3150000;IDR;09/04/2021 8:16;Delivery;Tasikmalaya;Head Office;Asep Tanuwijaya;Naura Aliya Lestari
Water Faucet;Wasser;Sanitary;Piece;39;75000;2925000;IDR;26/09/2023 13:10;Delivery;Jayapura;Branch;Ferry Syaiban;Fauzi Ghaffar
Shower;American Standard;Sanitary;Set;46;200000;9200000;IDR;24/02/2021 16:36;Pickup;Tasikmalaya;Head Office;Kayla Malaka;Ayu Putri Avicenna
Door Hinge;Belleza;Lock Accessory;Pair;33;30000;990000;IDR;23/03/2024 10:50;Pickup;Jayapura;Branch;Ferry Wijaya;Marshanda Maharani
Red Brick;Laksana;Brick;Piece;36;800;28800;IDR;25/03/2024 8:25;Pickup;Medan;Branch;Wawan Wijaya;Ehsan Aziz
Holcim 40 kg;Holcim;Cement;Sack;24;56000;1344000;IDR;28/09/2022 11:50;Pickup;Jakarta;Branch;Saiful Pahlevi;Muhammad Fikru
Door Hinge;Belleza;Lock Accessory;Pair;10;30000;300000;IDR;14/09/2020 11:04;Delivery;Jayapura;Branch;Agung Syaiban;Latifa Laila
Water Tank;Penguin;Plumbing;Piece;18;1500000;27000000;IDR;30/06/2020 14:50;Delivery;Jayapura;Branch;Ferry Ubaid;Marshanda Maharani
Gresik 50 kg;Gresik;Cement;Sack;22;70000;1540000;IDR;02/12/2020 16:31;Pickup;Jakarta;Branch;Ananda Kusuma;Ahmad Adam
Gypsum Board;Jayaboard;Ceiling;Sheet;34;60000;2040000;IDR;05/12/2020 16:14;Pickup;Denpasar;Branch;Nina Wijaya;Permata Qaila
Asbestos Sheet;Djabesmen;Roof Covering;Meter;36;60000;2160000;IDR;31/03/2023 15:29;Pickup;Jakarta;Branch;Hendra Wijaya;Muhammad Fikru
PVC Door;Maspion;Door;Piece;20;350000;7000000;IDR;13/06/2023 14:49;Pickup;Surabaya;Branch;Tono Ubaid;Zahra Jasmine
Rebar 10mm;Gunung Steel;Steel;Meter;39;25000;975000;IDR;28/12/2022 10:29;Pickup;Denpasar;Branch;Azahra Shihab;Ibrahim Iman
Hoe;Camel;Tool;Piece;17;80000;1360000;IDR;11/03/2023 16:10;Delivery;Jakarta;Branch;Wawan Pahlevi;Erinna Elsa Elizha
Spandek / Galvalume Sheet;BlueScope;Roof Covering;Meter;43;90000;3870000;IDR;27/04/2022 14:16;Pickup;Jayapura;Branch;Erna Kusuma;Fauzi Ghaffar
Ceramic Tile;Roman;Tile;Box;21;75000;1575000;IDR;19/02/2022 10:32;Delivery;Jakarta;Branch;Budi Thalib;Fiona Gianna
Tile Grout;Sika;Mortar;Sack;5;45000;225000;IDR;29/06/2023 8:30;Pickup;Tasikmalaya;Head Office;Asep Jayawardana;Al Harits
Door Frame (Wood);Unbranded;Door Frame;Piece;25;250000;6250000;IDR;14/07/2023 16:42;Delivery;Surabaya;Branch;Saiful Thalib;Isabell Inaya
Door Hinge;Belleza;Lock Accessory;Pair;15;30000;450000;IDR;01/07/2024 13:04;Delivery;Denpasar;Branch;Agung Jayawardana;Ilyas Jabar
Skim Coat (Wall Putty);Drymix;Mortar;Sack;36;55000;1980000;IDR;20/11/2023 13:45;Delivery;Tasikmalaya;Head Office;Ayu Pahlevi;Al Harits
GRC Board;KalsiBoard;Ceiling;Sheet;26;70000;1820000;IDR;31/08/2023 11:54;Pickup;Bandung;Branch;Erna Pahlevi;Harum Hafsa
Ceiling Cornice / Profile List;Aplus;Ceiling;Meter;20;15000;300000;IDR;23/05/2024 10:29;Delivery;Jakarta;Branch;Melania Kusuma;Muhammad Fikru
Granite Tile;Indogress;Tile;Box;50;150000;7500000;IDR;08/08/2024 14:07;Delivery;Jayapura;Branch;Agung Tanuwijaya;Marshanda Maharani
Metal Roof Tile;Multi Roof;Roof Covering;Piece;22;5000;110000;IDR;12/11/2024 9:37;Pickup;Bandung;Branch;Budi Jayawardana;Hera Harsha
Rebar 8mm;Master Steel;Steel;Meter;42;20000;840000;IDR;19/01/2023 17:40;Pickup;Denpasar;Branch;Aleena Tanuwijaya;Ilyas Jabar
Water Tank;Penguin;Plumbing;Piece;16;1500000;24000000;IDR;07/10/2022 12:17;Pickup;Jayapura;Branch;Hendra Pahlevi;Faiz Fadlurrahman
Trowel;Lippro;Tool;Piece;15;25000;375000;IDR;21/06/2021 9:51;Pickup;Jakarta;Branch;Erna Syaiban;Erinna Elsa Elizha
Tile Grout;Sika;Mortar;Sack;27;45000;1215000;IDR;10/07/2021 8:47;Delivery;Tasikmalaya;Head Office;Erna Syaiban;Al Harits
Hand Saw;Tekiro;Tool;Piece;42;60000;2520000;IDR;26/11/2024 12:22;Delivery;Tasikmalaya;Head Office;Nina Pahlevi;Ayu Putri Avicenna
Roof Batten (Reng);Unbranded;Wood;Piece;31;15000;465000;IDR;29/11/2022 15:07;Delivery;Denpasar;Branch;Tono Pahlevi;Ilyas Jabar
Power Outlet;Panasonic;Electrical;Piece;45;20000;900000;IDR;23/09/2022 10:36;Pickup;Bandung;Branch;Syifa Ubaid;Hera Harsha
Plaster Mortar;Mortar Utama (MU);Mortar;Sack;33;50000;1650000;IDR;20/05/2023 16:45;Delivery;Tasikmalaya;Head Office;Kayla Wijaya;Atyla Azfa
Wall Paint;Dulux;Paint;Can;4;120000;480000;IDR;20/05/2022 16:03;Delivery;Tasikmalaya;Head Office;Aleena Kusuma;Atyla Azfa
Floor Drain;Onda;Sanitary;Piece;16;50000;800000;IDR;13/11/2024 14:01;Delivery;Bandung;Branch;Erna Syaiban;Anwar Arif Akhtar
Paint Brush;Eterna;Paint Accessory;Piece;2;15000;30000;IDR;10/09/2020 14:30;Delivery;Tasikmalaya;Head Office;Tono Pahlevi;Ayu Putri Avicenna
Ceiling Cornice / Profile List;Aplus;Ceiling;Meter;25;15000;375000;IDR;28/11/2023 13:51;Delivery;Medan;Branch;Tono Tanuwijaya;Kezia Karen
Rebar 8mm;Master Steel;Steel;Meter;36;20000;720000;IDR;26/06/2021 13:02;Pickup;Surabaya;Branch;Ananda Shihab;Burhan Bakhtiar
Roof Batten (Reng);Unbranded;Wood;Piece;40;15000;600000;IDR;23/02/2024 14:21;Pickup;Medan;Branch;Melania Kusuma;Ehsan Aziz
Ceiling Cornice / Profile List;Aplus;Ceiling;Meter;24;15000;360000;IDR;06/04/2020 10:46;Delivery;Jakarta;Branch;Maya Jayawardana;Muhammad Fikru
Squat Toilet;INA;Sanitary;Piece;45;300000;13500000;IDR;14/03/2022 16:05;Pickup;Jayapura;Branch;Ayu Kusuma;Faiz Fadlurrahman
Door Lock;Solid;Lock;Set;12;100000;1200000;IDR;13/05/2021 17:22;Delivery;Jayapura;Branch;Nina Kusuma;Fauzi Ghaffar
Power Outlet;Panasonic;Electrical;Piece;46;20000;920000;IDR;28/04/2023 9:14;Pickup;Surabaya;Branch;Ferry Wijaya;Agus Cahyadi
Rebar 6mm;Krakatau Steel;Steel;Meter;37;15000;555000;IDR;16/04/2024 10:35;Pickup;Medan;Branch;Agung Jayawardana;Kayla Kiki Lena
Water Tank;Penguin;Plumbing;Piece;36;1500000;54000000;IDR;15/03/2022 17:09;Delivery;Bandung;Branch;Kayla Ubaid;Harum Hafsa
Lightweight Steel Roof Frame;Taso;Roof Frame;Meter;24;45000;1080000;IDR;14/02/2022 9:46;Pickup;Medan;Branch;Tono Thalib;Kayla Kiki Lena
Water Faucet;Wasser;Sanitary;Piece;45;75000;3375000;IDR;27/07/2024 15:38;Delivery;Jayapura;Branch;Agung Pahlevi;Latifa Laila
Holcim 50 kg;Holcim;Cement;Sack;15;68000;1020000;IDR;16/07/2021 9:11;Pickup;Jayapura;Branch;Erna Jayawardana;Faiz Fadlurrahman
Concrete Roof Tile;Monier;Roof Covering;Piece;15;3500;52500;IDR;01/07/2021 13:01;Delivery;Jakarta;Branch;Asep Syaiban;Fiona Gianna
Plaster Mortar;Mortar Utama (MU);Mortar;Sack;25;50000;1250000;IDR;28/11/2022 8:29;Pickup;Medan;Branch;Agus Tanuwijaya;Ehsan Aziz
Power Outlet;Panasonic;Electrical;Piece;49;20000;980000;IDR;11/05/2023 13:08;Delivery;Tasikmalaya;Head Office;Aleena Tanuwijaya;Naura Aliya Lestari
Rebar 8mm;Master Steel;Steel;Meter;42;20000;840000;IDR;18/06/2024 10:12;Pickup;Surabaya;Branch;Budi Pahlevi;Agus Cahyadi
Hoe;Camel;Tool;Piece;5;80000;400000;IDR;20/07/2022 10:19;Pickup;Jayapura;Branch;Maya Syaiban;Latifa Laila
PVC Door;Maspion;Door;Piece;30;350000;10500000;IDR;13/04/2023 10:01;Delivery;Medan;Branch;Agung Wijaya;Ehsan Aziz
Gypsum Board;Jayaboard;Ceiling;Sheet;8;60000;480000;IDR;22/08/2024 8:55;Delivery;Denpasar;Branch;Kayla Pahlevi;Ilyas Jabar
Wall Putty (Filler);Matex;Paint Accessory;Kg;48;20000;960000;IDR;21/06/2023 8:38;Delivery;Bandung;Branch;Syifa Shihab;Harum Hafsa
Hoe;Camel;Tool;Piece;40;80000;3200000;IDR;07/01/2022 13:34;Pickup;Bandung;Branch;Ferry Pahlevi;Hera Harsha
Water Faucet;Wasser;Sanitary;Piece;50;75000;3750000;IDR;03/08/2024 12:17;Pickup;Tasikmalaya;Head Office;Maya Malaka;Ayu Putri Avicenna
Clay Roof Tile;Kanmuri;Roof Covering;Piece;25;2000;50000;IDR;23/05/2020 13:22;Delivery;Tasikmalaya;Head Office;Tono Jayawardana;Al Harits
Door Hinge;Belleza;Lock Accessory;Pair;50;30000;1500000;IDR;06/06/2024 13:46;Delivery;Tasikmalaya;Head Office;Syifa Syaiban;Ayu Putri Avicenna
Hand Saw;Tekiro;Tool;Piece;47;60000;2820000;IDR;25/01/2024 15:28;Pickup;Medan;Branch;Kayla Wijaya;Chairil Dhaifullah
Tiga Roda 50 kg;Tiga Roda;Cement;Sack;4;76000;304000;IDR;05/03/2022 15:30;Delivery;Denpasar;Branch;Agus Wijaya;Nina Octavia
Sandpaper;Taiyo;Paint Accessory;Piece;22;5000;110000;IDR;03/06/2021 9:04;Delivery;Jakarta;Branch;Agung Kusuma;Erinna Elsa Elizha
Rebar 10mm;Gunung Steel;Steel;Meter;38;25000;950000;IDR;29/10/2024 13:06;Delivery;Surabaya;Branch;Maya Pahlevi;Zahra Jasmine
Lightweight Brick (AAC Block);Hebel;Brick;Piece;35;10000;350000;IDR;18/03/2021 16:04;Delivery;Jakarta;Branch;Tono Jayawardana;Muhammad Fikru
Power Outlet;Panasonic;Electrical;Piece;42;20000;840000;IDR;28/09/2023 8:22;Delivery;Jakarta;Branch;Wawan Pahlevi;Erinna Elsa Elizha
Tiga Roda 50 kg;Tiga Roda;Cement;Sack;11;76000;836000;IDR;06/09/2022 13:55;Pickup;Medan;Branch;Maya Pahlevi;Chairil Dhaifullah
Electrical Cable;Supreme;Electrical;Meter;12;5000;60000;IDR;25/07/2024 9:23;Delivery;Denpasar;Branch;Saiful Tanuwijaya;Ibrahim Iman
Timber Beam (Kaso);Unbranded;Wood;Piece;27;25000;675000;IDR;24/08/2023 11:06;Delivery;Denpasar;Branch;Ananda Jayawardana;Ilyas Jabar
Concrete Sand;Unbranded;Sand;Cubic Meter;32;300000;9600000;IDR;01/08/2022 10:18;Pickup;Jayapura;Branch;Maya Tanuwijaya;Marshanda Maharani
Door Handle;Belleza;Lock Accessory;Piece;44;50000;2200000;IDR;30/08/2022 16:04;Pickup;Medan;Branch;Agung Tanuwijaya;Kezia Karen
Tile Grout;Sika;Mortar;Sack;32;45000;1440000;IDR;08/12/2022 11:42;Pickup;Jayapura;Branch;Ayu Syaiban;Fauzi Ghaffar
Paint Brush;Eterna;Paint Accessory;Piece;26;15000;390000;IDR;23/12/2024 13:48;Pickup;Medan;Branch;Syifa Syaiban;Kayla Kiki Lena
Squat Toilet;INA;Sanitary;Piece;23;300000;6900000;IDR;18/02/2022 9:09;Pickup;Medan;Branch;Agus Syaiban;Kezia Karen
Rebar 10mm;Gunung Steel;Steel;Meter;45;25000;1125000;IDR;12/05/2020 11:44;Pickup;Denpasar;Branch;Nina Ubaid;Ibrahim Iman
Ceiling Cornice / Profile List;Aplus;Ceiling;Meter;29;15000;435000;IDR;22/08/2024 12:23;Delivery;Surabaya;Branch;Wawan Kusuma;Burhan Bakhtiar
Water Tank;Penguin;Plumbing;Piece;27;1500000;40500000;IDR;21/10/2020 10:43;Delivery;Jayapura;Branch;Erna Jayawardana;Fauzi Ghaffar
Lamp Bulb;Philips;Electrical;Piece;44;15000;660000;IDR;03/04/2021 8:22;Delivery;Tasikmalaya;Head Office;Agung Wijaya;Naura Aliya Lestari
Crushed Stone / Gravel;Unbranded;Stone;Cubic Meter;48;350000;16800000;IDR;15/11/2023 17:34;Pickup;Tasikmalaya;Head Office;Kayla Kusuma;Ayu Putri Avicenna
Rebar 8mm;Master Steel;Steel;Meter;16;20000;320000;IDR;17/08/2021 13:13;Delivery;Tasikmalaya;Head Office;Melania Malaka;Naura Aliya Lestari
Squat Toilet;INA;Sanitary;Piece;2;300000;600000;IDR;26/10/2022 13:27;Delivery;Tasikmalaya;Head Office;Kayla Tanuwijaya;Atyla Azfa
Plastering Float;Lippro;Tool;Piece;47;30000;1410000;IDR;28/09/2020 15:39;Pickup;Jakarta;Branch;Melania Thalib;Ahmad Adam
Sitting Toilet;TOTO;Sanitary;Piece;20;1200000;24000000;IDR;28/12/2020 14:44;Delivery;Tasikmalaya;Head Office;Tono Malaka;Al Harits
Sandpaper;Taiyo;Paint Accessory;Piece;31;5000;155000;IDR;24/02/2023 10:29;Delivery;Surabaya;Branch;Agus Ubaid;Agus Cahyadi
Wheelbarrow;Artco;Tool;Piece;39;450000;17550000;IDR;28/08/2020 17:30;Delivery;Jayapura;Branch;Ananda Jayawardana;Faiz Fadlurrahman
Asbestos Sheet;Djabesmen;Roof Covering;Meter;19;60000;1140000;IDR;12/06/2023 16:36;Pickup;Medan;Branch;Saiful Ubaid;Chairil Dhaifullah
Holcim 40 kg;Holcim;Cement;Sack;31;56000;1736000;IDR;09/08/2024 15:20;Pickup;Tasikmalaya;Head Office;Maya Jayawardana;Atyla Azfa
Tiga Roda 40 kg;Tiga Roda;Cement;Sack;10;64000;640000;IDR;30/11/2023 8:09;Pickup;Jakarta;Branch;Nina Shihab;Erinna Elsa Elizha
Rebar 6mm;Krakatau Steel;Steel;Meter;40;15000;600000;IDR;06/05/2021 12:46;Delivery;Jayapura;Branch;Syifa Wijaya;Fauzi Ghaffar
Tile Grout;Sika;Mortar;Sack;33;45000;1485000;IDR;02/11/2021 17:02;Pickup;Jayapura;Branch;Tono Thalib;Marshanda Maharani
Wash Basin (Sink);TOTO;Sanitary;Piece;4;600000;2400000;IDR;14/06/2022 10:26;Delivery;Jayapura;Branch;Asep Jayawardana;Fauzi Ghaffar
Granite Tile;Indogress;Tile;Box;12;150000;1800000;IDR;02/08/2023 15:42;Pickup;Medan;Branch;Ayu Malaka;Kayla Kiki Lena
Wheelbarrow;Artco;Tool;Piece;27;450000;12150000;IDR;18/10/2021 14:08;Pickup;Jakarta;Branch;Hendra Tanuwijaya;Ahmad Adam
Asbestos Sheet;Djabesmen;Roof Covering;Meter;25;60000;1500000;IDR;12/07/2024 15:26;Delivery;Bandung;Branch;Asep Malaka;Asep Aziz
PVC Door;Maspion;Door;Piece;24;350000;8400000;IDR;10/07/2020 9:59;Pickup;Bandung;Branch;Maya Pahlevi;Anwar Arif Akhtar
Sandpaper;Taiyo;Paint Accessory;Piece;32;5000;160000;IDR;01/08/2022 10:48;Pickup;Surabaya;Branch;Kayla Malaka;Agus Cahyadi
Wall Paint;Dulux;Paint;Can;24;120000;2880000;IDR;25/01/2021 11:38;Delivery;Jakarta;Branch;Azahra Wijaya;Erinna Elsa Elizha
Hoe;Camel;Tool;Piece;46;80000;3680000;IDR;27/06/2020 12:40;Delivery;Surabaya;Branch;Azahra Syaiban;Isabell Inaya
Roof Batten (Reng);Unbranded;Wood;Piece;12;15000;180000;IDR;24/05/2021 10:30;Pickup;Jayapura;Branch;Melania Kusuma;Latifa Laila
Sitting Toilet;TOTO;Sanitary;Piece;17;1200000;20400000;IDR;25/04/2024 17:29;Pickup;Medan;Branch;Hendra Pahlevi;Chairil Dhaifullah
Shower;American Standard;Sanitary;Set;46;200000;9200000;IDR;02/03/2021 8:06;Pickup;Denpasar;Branch;Wawan Thalib;Permata Qaila
Tile Grout;Sika;Mortar;Sack;47;45000;2115000;IDR;01/04/2022 16:40;Pickup;Jakarta;Branch;Asep Pahlevi;Muhammad Fikru
Tile Adhesive Mortar;AM;Mortar;Sack;12;60000;720000;IDR;17/03/2021 8:41;Delivery;Jakarta;Branch;Syifa Wijaya;Muhammad Fikru
Ceramic Tile;Roman;Tile;Box;38;75000;2850000;IDR;22/12/2021 15:51;Pickup;Denpasar;Branch;Azahra Thalib;Ibrahim Iman
River Stone;Unbranded;Stone;Cubic Meter;29;330000;9570000;IDR;01/03/2023 14:30;Pickup;Tasikmalaya;Head Office;Ayu Ubaid;Naura Aliya Lestari
Pliers;Tekiro;Tool;Piece;14;35000;490000;IDR;27/08/2021 8:51;Pickup;Medan;Branch;Melania Pahlevi;Kayla Kiki Lena
Ceramic Tile;Roman;Tile;Box;38;75000;2850000;IDR;13/04/2024 9:18;Pickup;Surabaya;Branch;Tono Ubaid;Agus Cahyadi
PVC Pipe;Rucika;Plumbing;Meter;11;16000;176000;IDR;03/07/2024 16:39;Delivery;Bandung;Branch;Wawan Tanuwijaya;Harum Hafsa
Power Outlet;Panasonic;Electrical;Piece;28;20000;560000;IDR;18/05/2021 12:04;Delivery;Jakarta;Branch;Azahra Ubaid;Muhammad Fikru
Tiga Roda 50 kg;Tiga Roda;Cement;Sack;5;76000;380000;IDR;03/06/2021 17:39;Delivery;Medan;Branch;Syifa Pahlevi;Kayla Kiki Lena
Lightweight Steel Roof Frame;Taso;Roof Frame;Meter;44;45000;1980000;IDR;14/11/2022 15:41;Delivery;Bandung;Branch;Aleena Pahlevi;Hera Harsha
Paint Brush;Eterna;Paint Accessory;Piece;7;15000;105000;IDR;01/04/2020 16:09;Delivery;Bandung;Branch;Ayu Kusuma;Anwar Arif Akhtar
Plaster Mortar;Mortar Utama (MU);Mortar;Sack;21;50000;1050000;IDR;25/02/2020 17:02;Delivery;Jakarta;Branch;Budi Thalib;Muhammad Fikru
Spirit Level;Krisbow;Tool;Piece;48;65000;3120000;IDR;26/11/2022 9:26;Delivery;Medan;Branch;Ayu Thalib;Chairil Dhaifullah
Hand Saw;Tekiro;Tool;Piece;40;60000;2400000;IDR;11/10/2022 9:30;Delivery;Medan;Branch;Agung Thalib;Kayla Kiki Lena
River Stone;Unbranded;Stone;Cubic Meter;49;330000;16170000;IDR;23/05/2024 13:47;Delivery;Bandung;Branch;Tono Thalib;Asep Aziz
Gresik 50 kg;Gresik;Cement;Sack;31;70000;2170000;IDR;23/07/2021 16:29;Delivery;Surabaya;Branch;Ananda Jayawardana;Agus Cahyadi
Asbestos Sheet;Djabesmen;Roof Covering;Meter;15;60000;900000;IDR;30/09/2023 14:02;Delivery;Medan;Branch;Wawan Jayawardana;Kezia Karen
Asbestos Sheet;Djabesmen;Roof Covering;Meter;26;60000;1560000;IDR;20/07/2023 15:06;Pickup;Jayapura;Branch;Melania Ubaid;Latifa Laila
GRC Board;KalsiBoard;Ceiling;Sheet;34;70000;2380000;IDR;01/09/2022 8:41;Pickup;Denpasar;Branch;Azahra Wijaya;Permata Qaila
Hoe;Camel;Tool;Piece;6;80000;480000;IDR;17/04/2024 14:16;Delivery;Jakarta;Branch;Erna Wijaya;Ahmad Adam
Granite Tile;Indogress;Tile;Box;41;150000;6150000;IDR;21/08/2021 11:59;Delivery;Bandung;Branch;Nina Malaka;Asep Aziz
Concrete Block;Bricon;Brick;Piece;3;5000;15000;IDR;28/11/2020 17:00;Pickup;Bandung;Branch;Ayu Shihab;Hera Harsha
Concrete Block;Bricon;Brick;Piece;31;5000;155000;IDR;19/11/2021 14:30;Delivery;Jakarta;Branch;Agung Tanuwijaya;Muhammad Fikru
Concrete Sand;Unbranded;Sand;Cubic Meter;8;300000;2400000;IDR;09/01/2024 16:19;Pickup;Surabaya;Branch;Hendra Jayawardana;Zahra Jasmine
Gypsum Board;Jayaboard;Ceiling;Sheet;29;60000;1740000;IDR;03/02/2021 10:29;Pickup;Jakarta;Branch;Ananda Tanuwijaya;Fiona Gianna
Lamp Bulb;Philips;Electrical;Piece;45;15000;675000;IDR;18/01/2021 13:24;Pickup;Jayapura;Branch;Erna Ubaid;Faiz Fadlurrahman
Asbestos Sheet;Djabesmen;Roof Covering;Meter;14;60000;840000;IDR;15/04/2020 8:37;Delivery;Denpasar;Branch;Hendra Ubaid;Ibrahim Iman
Wooden Door;Unbranded;Door;Piece;27;500000;13500000;IDR;30/08/2023 13:17;Pickup;Surabaya;Branch;Azahra Pahlevi;Agus Cahyadi
Ceramic Tile;Roman;Tile;Box;16;75000;1200000;IDR;14/04/2023 16:30;Delivery;Medan;Branch;Asep Pahlevi;Chairil Dhaifullah
Wash Basin (Sink);TOTO;Sanitary;Piece;40;600000;24000000;IDR;17/12/2020 17:38;Pickup;Jayapura;Branch;Tono Thalib;Marshanda Maharani
Door Hinge;Belleza;Lock Accessory;Pair;30;30000;900000;IDR;10/07/2020 13:36;Delivery;Jakarta;Branch;Agus Wijaya;Muhammad Fikru
Gypsum Board;Jayaboard;Ceiling;Sheet;24;60000;1440000;IDR;20/11/2024 10:24;Pickup;Tasikmalaya;Head Office;Syifa Kusuma;Atyla Azfa
Rebar 10mm;Gunung Steel;Steel;Meter;17;25000;425000;IDR;03/05/2024 8:36;Delivery;Jayapura;Branch;Asep Shihab;Marshanda Maharani
Hand Saw;Tekiro;Tool;Piece;24;60000;1440000;IDR;12/07/2024 17:53;Pickup;Surabaya;Branch;Melania Syaiban;Isabell Inaya
Power Outlet;Panasonic;Electrical;Piece;26;20000;520000;IDR;22/04/2020 15:13;Delivery;Denpasar;Branch;Kayla Shihab;Ibrahim Iman
Door Lock;Solid;Lock;Set;11;100000;1100000;IDR;13/10/2023 12:23;Delivery;Bandung;Branch;Erna Malaka;Anwar Arif Akhtar
Concrete Roof Tile;Monier;Roof Covering;Piece;33;3500;115500;IDR;19/03/2024 9:01;Pickup;Surabaya;Branch;Nina Ubaid;Burhan Bakhtiar
Shovel;Camel;Tool;Piece;23;75000;1725000;IDR;19/05/2022 17:24;Pickup;Tasikmalaya;Head Office;Ferry Malaka;Al Harits
PVC Pipe;Wavin;Plumbing;Meter;44;15000;660000;IDR;21/11/2020 17:52;Delivery;Jayapura;Branch;Tono Malaka;Fauzi Ghaffar
Power Outlet;Panasonic;Electrical;Piece;39;20000;780000;IDR;19/09/2020 17:29;Delivery;Jayapura;Branch;Hendra Pahlevi;Faiz Fadlurrahman
Rebar 8mm;Master Steel;Steel;Meter;2;20000;40000;IDR;08/01/2020 17:12;Pickup;Tasikmalaya;Head Office;Erna Malaka;Al Harits
Door Handle;Belleza;Lock Accessory;Piece;40;50000;2000000;IDR;05/05/2020 17:09;Delivery;Tasikmalaya;Head Office;Budi Ubaid;Al Harits
Door Frame (Wood);Unbranded;Door Frame;Piece;5;250000;1250000;IDR;28/06/2021 12:18;Pickup;Surabaya;Branch;Ferry Wijaya;Agus Cahyadi
Tiga Roda 50 kg;Tiga Roda;Cement;Sack;50;76000;3800000;IDR;01/07/2020 10:48;Delivery;Jakarta;Branch;Tono Jayawardana;Fiona Gianna
